Fecha,MARGINALPDBC_1,MARGINALPDBC_2,MARGINALPDBCPT_1,MARGINALPDBCPT_2,Total Compras_ES,Total Ventas_ES,Total Compras_PT,Total Ventas_PT,Total Compras_MI,Total Ventas_MI
02/06/2018 0:00,60.69,60.69,60.69,60.69,18472.6,15187.2,5186.3,6271.7,23658.9,21458.9
02/06/2018 1:00,59.74,59.74,59.74,59.74,17421.9,14593.5,4896.7,5525.1,22318.6,20118.6
02/06/2018 2:00,59.3,59.3,59.3,59.3,16228.2,14113.7,4612.4,5226.9,20840.6,19340.6
02/06/2018 3:00,58.33,58.33,58.33,58.33,15500.7,13341.3,4444.9,5104.3,19945.6,18445.6
02/06/2018 4:00,58.0,58.0,58.0,58.0,15023.3,12843.1,4321.8,5002,19345.1,17845.1
02/06/2018 5:00,57.07,57.07,57.07,57.07,14815.9,12654.1,4274.1,4935.9,19090,17590
02/06/2018 6:00,56.64,56.64,56.64,56.64,14768.4,12363.9,4138.9,5043.4,18907.3,17407.3
02/06/2018 7:00,56.64,56.64,56.64,56.64,15219.4,12316.1,4034.1,5437.4,19253.5,17753.5
02/06/2018 8:00,57.13,57.13,57.13,57.13,16871.5,12734.5,4260.1,5947.1,21131.6,18681.6
02/06/2018 9:00,63.61,63.61,63.61,63.61,18313.9,14029.3,4679.4,6514,22993.3,20543.3
02/06/2018 10:00,64.97,64.97,64.97,64.97,19655.2,15439.3,5026.6,6792.5,24681.8,22231.8
02/06/2018 11:00,64.97,64.97,64.97,64.97,20174,16208.5,5213.5,6729,25387.5,22937.5
02/06/2018 12:00,64.97,64.97,64.97,64.97,20632.3,16828.2,5337.3,6691.4,25969.6,23519.6
02/06/2018 13:00,64.97,64.97,64.97,64.97,20957.2,17237.2,5371.9,6641.9,26329.1,23879.1
02/06/2018 14:00,62.86,62.86,62.86,62.86,20564.1,17268.4,5270.6,6116.3,25834.7,23384.7
02/06/2018 15:00,58.64,58.64,58.64,58.64,20105.2,16995.1,5177.6,5837.7,25282.8,22832.8
02/06/2018 16:00,55.0,55.0,55.0,55.0,19372.3,16481.3,5105.8,5546.8,24478.1,22028.1
02/06/2018 17:00,54.54,54.54,54.54,54.54,19030.6,15893.7,5015.5,5702.4,24046.1,21596.1
02/06/2018 18:00,56.13,56.13,56.13,56.13,18779.2,15416.2,4971.1,5884.1,23750.3,21300.3
02/06/2018 19:00,61.0,61.0,61.0,61.0,18804.3,15200.8,5037.2,6190.7,23841.5,21391.5
02/06/2018 20:00,64.29,64.29,64.29,64.29,19033.1,14952.1,5185.1,6816.1,24218.2,21768.2
02/06/2018 21:00,66.0,66.0,66.0,66.0,19563.3,15240.1,5267.4,7140.6,24830.7,22380.7
02/06/2018 22:00,66.0,66.0,66.0,66.0,19136.4,15128.9,5416.8,6974.3,24553.2,22103.2
02/06/2018 23:00,65.71,65.71,65.71,65.71,17801.4,14386,5205.3,6420.7,23006.7,20806.7
03/06/2018 0:00,64.97,64.97,64.97,64.97,16226.4,13722.9,4890.9,5194.4,21117.3,18917.3
03/06/2018 1:00,64.93,64.93,64.93,64.93,14800,13503.5,4543.3,4339.8,19343.3,17843.3
03/06/2018 2:00,62.86,62.86,62.86,62.86,14005.5,12982.7,4275.4,3798.2,18280.9,16780.9
03/06/2018 3:00,61.37,61.37,61.37,61.37,13526,12601.5,4083.8,3508.3,17609.8,16109.8
03/06/2018 4:00,56.64,56.64,56.64,56.64,13174.6,12151.6,3986.6,3509.6,17161.2,15661.2
03/06/2018 5:00,52.0,52.0,52.0,52.0,13141.2,12030.9,3895.4,3505.7,17036.6,15536.6
03/06/2018 6:00,50.2,50.2,50.2,50.2,12947.6,11895.5,3911.8,3463.9,16859.4,15359.4
03/06/2018 7:00,49.95,49.95,49.95,49.95,12948.2,11841.8,3936.1,3542.5,16884.3,15384.3
03/06/2018 8:00,50.0,50.0,50.0,50.0,13692.6,12314.7,3929.5,3807.4,17622.1,16122.1
03/06/2018 9:00,53.01,53.01,53.01,53.01,15284,13773,4090.5,4101.5,19374.5,17874.5
03/06/2018 10:00,55.0,55.0,55.0,55.0,16405,15079.1,4443.3,4269.2,20848.3,19348.3
03/06/2018 11:00,54.64,54.64,54.64,54.64,17295,16328.6,4743.4,4209.8,22038.4,20538.4
03/06/2018 12:00,53.13,53.13,53.13,53.13,17859.1,17131.4,4974.7,4202.4,22833.8,21333.8
03/06/2018 13:00,52.04,52.04,52.04,52.04,18374.2,17672.2,5090.3,4292.3,23464.5,21964.5
03/06/2018 14:00,52.51,52.51,52.51,52.51,18854.2,18157.8,4988.4,4184.8,23842.6,22342.6
03/06/2018 15:00,49.71,49.71,49.71,49.71,17929.6,17987.5,5568.4,4010.5,23498,21998
03/06/2018 16:00,48.75,46.97,48.75,46.97,17455.9,17755.9,5585.7,3785.7,23041.6,21541.6
03/06/2018 17:00,47.92,46.87,47.92,46.87,17229,17529,5696.5,3896.5,22925.5,21425.5
03/06/2018 18:00,46.75,46.75,46.75,46.75,17563.8,17007,5788.2,3895,23352,20902
03/06/2018 19:00,49.0,49.0,49.0,49.0,17640.2,16347.6,5513.9,4356.5,23154.1,20704.1
03/06/2018 20:00,51.5,51.5,51.5,51.5,18354.6,15499.7,4895.8,5300.7,23250.4,20800.4
03/06/2018 21:00,63.03,63.03,63.03,63.03,18724.8,16027.9,5106.5,5603.4,23831.3,21631.3
03/06/2018 22:00,64.97,64.97,64.97,64.97,18905.1,16261.4,5331.9,5775.6,24237,22037
03/06/2018 23:00,61.79,61.79,61.79,61.79,17383.2,15461.8,5159.1,4880.5,22542.3,20342.3
04/06/2018 0:00,55.69,55.69,55.69,55.69,16525,14336.1,4812.4,4801.3,21337.4,19137.4
04/06/2018 1:00,51.94,51.94,51.94,51.94,15221,13701,4508.6,4528.6,19729.6,18229.6
04/06/2018 2:00,49.95,49.95,49.95,49.95,14518.1,13451.2,4743.2,4310.1,19261.3,17761.3
04/06/2018 3:00,49.66,49.66,49.66,49.66,14224.5,13497.3,4967.1,4194.3,19191.6,17691.6
04/06/2018 4:00,49.0,49.0,49.0,49.0,14154.1,13494.8,4901.3,4060.6,19055.4,17555.4
04/06/2018 5:00,49.89,49.89,49.89,49.89,14483.4,13288.6,4774,4468.8,19257.4,17757.4
04/06/2018 6:00,55.0,55.0,55.0,55.0,16255.8,13918.7,4094.7,4931.8,20350.5,18850.5
04/06/2018 7:00,61.01,61.01,61.01,61.01,18775.3,14633,4254.9,5947.2,23030.2,20580.2
04/06/2018 8:00,63.01,63.01,63.01,63.01,20643.8,15970.1,4951.6,7275.3,25595.4,23245.4
04/06/2018 9:00,63.35,63.35,63.35,63.35,21631.8,16968.5,5743.6,8056.9,27375.4,25025.4
04/06/2018 10:00,62.8,62.8,62.8,62.8,22257,17737.6,6110.6,8280,28367.6,26017.6
04/06/2018 11:00,61.79,61.79,61.79,61.79,22852.5,18458.9,6195.9,8239.5,29048.4,26698.4
04/06/2018 12:00,61.97,61.97,61.97,61.97,23420.6,19109.8,6313.6,8274.4,29734.2,27384.2
04/06/2018 13:00,61.29,61.29,61.29,61.29,23897.9,19479,6171.4,8240.3,30069.3,27719.3
04/06/2018 14:00,58.67,58.67,58.67,58.67,23821.7,19658.7,6061.3,7874.3,29883,27533
04/06/2018 15:00,56.0,56.0,56.0,56.0,23429.7,19491.8,6090.7,7678.6,29520.4,27170.4
04/06/2018 16:00,55.0,55.0,55.0,55.0,23330.6,19550.6,6064.7,7494.7,29395.3,27045.3
04/06/2018 17:00,56.07,56.07,56.07,56.07,22867.3,19412.8,6087.9,7516.7,28955.2,26929.5
04/06/2018 18:00,58.27,58.27,58.27,58.27,21917.5,19079.2,5903.9,7614.3,27821.4,26693.5
04/06/2018 19:00,61.79,61.79,61.79,61.79,21538.1,18653,5858.2,7654.3,27396.3,26307.3
04/06/2018 20:00,61.17,61.17,61.17,61.17,21745.8,17560.8,5952.1,7787.1,27697.9,25347.9
04/06/2018 21:00,64.53,64.53,64.53,64.53,22068.6,17501.2,5978.4,8195.8,28047,25697
04/06/2018 22:00,63.79,63.79,63.79,63.79,20987.7,16893.2,6048.1,7792.6,27035.8,24685.8
04/06/2018 23:00,58.51,58.51,58.51,58.51,18618,15460,5745.8,6803.8,24363.8,22263.8
05/06/2018 0:00,53.22,53.22,53.22,53.22,18851.9,16150.6,5350.5,5951.8,24202.4,22102.4
05/06/2018 1:00,52.33,52.33,52.33,52.33,17395.5,15508.5,4901,4988,22296.5,20496.5
05/06/2018 2:00,51.0,51.0,51.0,51.0,16469.8,14703.9,4646.9,4612.8,21116.7,19316.7
05/06/2018 3:00,50.17,50.17,50.17,50.17,16080.6,14335.8,4606.7,4551.5,20687.3,18887.3
05/06/2018 4:00,50.01,50.01,50.01,50.01,15863.7,14031.9,4512.8,4544.6,20376.5,18576.5
05/06/2018 5:00,50.79,50.79,50.79,50.79,16204.1,14034.1,4378,4748,20582.1,18782.1
05/06/2018 6:00,53.13,53.13,53.13,53.13,17401.4,14837.9,4353,5116.5,21754.4,19954.4
05/06/2018 7:00,58.01,58.01,58.01,58.01,19792.1,15911.1,4444.9,6051.2,24237,21962.3
05/06/2018 8:00,62.8,62.8,62.8,62.8,21178.7,17230.3,5083.5,7018,26262.2,24248.3
05/06/2018 9:00,63.9,63.9,63.9,63.9,22110.6,18145.8,5846.6,7762.3,27957.2,25908.1
05/06/2018 10:00,63.79,63.79,63.79,63.79,22652.2,18942.7,6019.6,7828.3,28671.8,26771
05/06/2018 11:00,62.8,62.8,62.8,62.8,23241.4,19314.2,6114.9,7781,29356.3,27095.2
05/06/2018 12:00,62.86,62.86,62.86,62.86,23948.2,20113.2,6224.8,7709.8,30173,27823
05/06/2018 13:00,62.87,62.87,62.87,62.87,24467.1,20576.7,6068,7658.4,30535.1,28235.1
05/06/2018 14:00,62.8,62.8,62.8,62.8,23816.1,20451.6,6013.9,7078.4,29830,27530
05/06/2018 15:00,60.0,60.0,60.0,60.0,23158.4,20383.2,6206.4,6681.6,29364.8,27064.8
05/06/2018 16:00,60.0,60.0,60.0,60.0,23148.8,20434.3,6192.4,6606.9,29341.2,27041.2
05/06/2018 17:00,60.0,60.0,60.0,60.0,22898.1,20097.1,6174.7,6675.7,29072.8,26772.8
05/06/2018 18:00,59.46,59.46,59.46,59.46,22444,19491.8,5947.2,6668.2,28391.2,26160
05/06/2018 19:00,62.7,62.7,62.7,62.7,21890.8,19309.2,5866.4,7105.1,27757.2,26414.3
05/06/2018 20:00,62.07,62.07,62.07,62.07,22292.6,18715.6,5945,7222,28237.6,25937.6
05/06/2018 21:00,64.0,64.0,64.0,64.0,22666.4,18726.5,5964.7,7604.6,28631.1,26331.1
05/06/2018 22:00,63.0,63.0,63.0,63.0,21771.9,18253.5,6007.9,7226.3,27779.8,25479.8
05/06/2018 23:00,59.0,59.0,59.0,59.0,19724,16973.7,5694,6344.3,25418,23318
06/06/2018 0:00,62.03,62.03,62.03,62.03,18334.4,15202.9,5308.2,6339.7,23642.6,21542.6
06/06/2018 1:00,61.33,61.33,61.33,61.33,17077.5,14964.6,4986,5298.9,22063.5,20263.5
06/06/2018 2:00,58.02,58.02,58.02,58.02,16564,14415.2,4717.8,5066.6,21281.8,19481.8
06/06/2018 3:00,56.64,56.64,56.64,56.64,16106.1,13923,4561.6,4944.7,20667.7,18867.7
06/06/2018 4:00,56.64,56.64,56.64,56.64,15946.4,13689.9,4484,4940.5,20430.4,18630.4
06/06/2018 5:00,57.52,57.52,57.52,57.52,16190.2,13656,4416.1,5150.3,20606.3,18806.3
06/06/2018 6:00,62.21,62.21,62.21,62.21,17590.8,13835.9,4371.6,6326.5,21962.4,20162.4
06/06/2018 7:00,64.29,64.93,64.29,64.93,20288.3,14988.3,4475.1,7475.1,24763.4,22463.4
06/06/2018 8:00,64.55,65.35,64.55,65.35,22104.8,16804.8,5196.7,8196.7,27301.5,25001.5
06/06/2018 9:00,64.96,65.65,64.96,65.65,22799.5,18017.6,5972.9,8972.9,28772.4,26990.5
06/06/2018 10:00,65.11,65.11,65.11,65.11,23390.1,18150.1,6109.5,9049.5,29499.6,27199.6
06/06/2018 11:00,65.0,65.0,65.0,65.0,23964.8,18876.8,6242.7,9030.7,30207.5,27907.5
06/06/2018 12:00,65.19,65.19,65.19,65.19,24289.1,19306.6,6316.6,8999.1,30605.7,28305.7
06/06/2018 13:00,65.0,65.0,65.0,65.0,24572.2,19628.8,6312.8,8956.2,30885,28585
06/06/2018 14:00,64.13,64.13,64.13,64.13,23737.2,19680.1,6227.9,7985,29965.1,27665.1
06/06/2018 15:00,62.86,62.86,62.86,62.86,23449.5,19790.5,6380,7739,29829.5,27529.5
06/06/2018 16:00,62.8,62.8,62.8,62.8,23330.2,19743.2,6386.5,7673.5,29716.7,27416.7
06/06/2018 17:00,62.79,62.79,62.79,62.79,23188.3,19455.2,6358.1,7791.2,29546.4,27246.4
06/06/2018 18:00,61.25,61.25,61.25,61.25,22709.8,18990.4,6114.5,7555.6,28824.3,26546
06/06/2018 19:00,63.31,63.31,63.31,63.31,22652.7,19103.5,6005.6,8118,28658.3,27221.5
06/06/2018 20:00,62.79,62.79,62.79,62.79,22893.4,18397.4,6089.8,8285.8,28983.2,26683.2
06/06/2018 21:00,64.4,64.4,64.4,64.4,23077.1,18367.9,6114.1,8523.3,29191.2,26891.2
06/06/2018 22:00,63.35,63.35,63.35,63.35,21917.2,17553.4,6202.7,8266.5,28119.9,25819.9
06/06/2018 23:00,62.0,62.0,62.0,62.0,19675.7,16060.1,5869.5,7385.1,25545.2,23445.2
07/06/2018 0:00,61.03,61.03,61.03,61.03,18450.5,15529.3,5362.1,6183.3,23812.6,21712.6
07/06/2018 1:00,60.96,60.96,60.96,60.96,17310.9,15398.8,5020.5,5132.6,22331.4,20531.4
07/06/2018 2:00,59.47,59.47,59.47,59.47,16724.3,14886.5,4783,4820.8,21507.3,19707.3
07/06/2018 3:00,56.64,56.64,56.64,56.64,16335.3,14690.7,4633.2,4477.8,20968.5,19168.5
07/06/2018 4:00,56.64,56.64,56.64,56.64,16073.6,14457.5,4557,4373.1,20630.6,18830.6
07/06/2018 5:00,56.0,56.0,56.0,56.0,16235.7,14569.1,4529.5,4396.1,20765.2,18965.2
07/06/2018 6:00,58.21,58.21,58.21,58.21,17470.7,14887.6,4414.1,5197.2,21884.8,20084.8
07/06/2018 7:00,60.96,60.96,60.96,60.96,19630.1,15646.4,4514.5,6198.2,24144.6,21844.6
07/06/2018 8:00,64.06,64.06,64.06,64.06,21532.7,17425.5,5226.9,7034.1,26759.6,24459.6
07/06/2018 9:00,65.2,65.2,65.2,65.2,22509.2,18537.3,6013.1,7685,28522.3,26222.3
07/06/2018 10:00,64.6,64.6,64.6,64.6,22837,19046.5,6387,7877.5,29224,26924
07/06/2018 11:00,64.6,64.6,64.6,64.6,23448.1,19609.6,6534.2,8072.7,29982.3,27682.3
07/06/2018 12:00,64.67,64.67,64.67,64.67,24107.6,20236.4,6719.3,8290.5,30826.9,28526.9
07/06/2018 13:00,63.73,63.73,63.73,63.73,24339.7,20158.6,6533,8414.1,30872.7,28572.7
07/06/2018 14:00,63.02,63.02,63.02,63.02,23782.4,19984,6481.3,7979.7,30263.7,27963.7
07/06/2018 15:00,62.99,62.99,62.99,62.99,23593.6,19933.2,6611.7,7972.1,30205.3,27905.3
07/06/2018 16:00,64.0,64.0,64.0,64.0,23510.4,19849.8,6582.9,7943.5,30093.3,27793.3
07/06/2018 17:00,64.29,64.29,64.29,64.29,23263.9,19551.5,6575.2,7987.6,29839.1,27539.1
07/06/2018 18:00,64.6,64.6,64.6,64.6,22710.1,18909.7,6300.9,7862.5,29011,26772.2
07/06/2018 19:00,65.51,65.51,65.51,65.51,22763.6,18924.9,6187.5,8068.7,28951.1,26993.6
07/06/2018 20:00,65.57,65.57,65.57,65.57,22605.4,18313.7,6228.6,8220.3,28834,26534
07/06/2018 21:00,65.96,65.96,65.96,65.96,23039.7,18715.5,6216.7,8240.9,29256.4,26956.4
07/06/2018 22:00,65.77,65.77,65.77,65.77,21837.9,17781.8,6273.8,8029.9,28111.7,25811.7
07/06/2018 23:00,64.6,64.6,64.6,64.6,19573.1,16277.7,5952.4,7147.8,25525.5,23425.5
08/06/2018 0:00,62.8,62.8,62.8,62.8,18376.1,15609.4,5472.2,6138.9,23848.3,21748.3
08/06/2018 1:00,62.01,62.01,62.01,62.01,16963.9,15053.1,4998.5,5109.3,21962.4,20162.4
08/06/2018 2:00,61.55,61.55,61.55,61.55,16347,14393.7,4719.8,4873.1,21066.8,19266.8
08/06/2018 3:00,60.0,60.0,60.0,60.0,15879.5,13893.2,4577.7,4764,20457.2,18657.2
08/06/2018 4:00,58.12,58.12,58.12,58.12,15767.5,13854.2,4492,4605.3,20259.5,18459.5
08/06/2018 5:00,58.31,58.31,58.31,58.31,16015.5,13961.5,4470.1,4724.1,20485.6,18685.6
08/06/2018 6:00,60.09,60.09,60.09,60.09,17106.1,14557.3,4469.7,5218.5,21575.8,19775.8
08/06/2018 7:00,61.6,61.6,61.6,61.6,19137,15531.9,4598.7,5903.8,23735.7,21435.7
08/06/2018 8:00,63.06,63.06,63.06,63.06,20987.1,17041.5,5234,6879.6,26221.1,23921.1
08/06/2018 9:00,64.6,64.6,64.6,64.6,22133.9,18065.4,6062.2,7830.7,28196.1,25896.1
08/06/2018 10:00,64.67,64.67,64.67,64.67,22781.3,19054.1,6546.3,7973.5,29327.6,27027.6
08/06/2018 11:00,64.6,64.6,64.6,64.6,23472.9,19714.8,6647.2,8105.3,30120.1,27820.1
08/06/2018 12:00,64.6,64.6,64.6,64.6,23985.3,20224.6,6762.4,8223.1,30747.7,28447.7
08/06/2018 13:00,63.5,63.5,63.5,63.5,24339.9,20643.6,6567.8,7964.1,30907.7,28607.7
08/06/2018 14:00,62.8,62.8,62.8,62.8,23844.3,20763.8,6418.9,7199.4,30263.2,27963.2
08/06/2018 15:00,61.55,61.55,61.55,61.55,23369.8,20646.1,6538.8,6962.5,29908.6,27608.6
08/06/2018 16:00,61.01,61.01,61.01,61.01,23071.9,20361,6399.2,6810.1,29471.1,27171.1
08/06/2018 17:00,61.01,61.01,61.01,61.01,22650.2,19913.2,6352.3,6789.3,29002.5,26702.5
08/06/2018 18:00,60.96,60.96,60.96,60.96,22087.7,19161.3,6136.6,6763,28224.3,25924.3
08/06/2018 19:00,61.9,61.9,61.9,61.9,22027.8,18786.2,6084.3,7025.9,28112.1,25812.1
08/06/2018 20:00,62.79,62.79,62.79,62.79,21700.6,18212.4,6146.5,7334.7,27847.1,25547.1
08/06/2018 21:00,63.5,63.5,63.5,63.5,21910.8,18131.3,6114.2,7593.7,28025,25725
08/06/2018 22:00,62.91,62.91,62.91,62.91,20991.8,17795,6169.2,7066,27161,24861
08/06/2018 23:00,61.9,61.9,61.9,61.9,19307.3,16670.9,5840.4,6376.8,25147.7,23047.7
09/06/2018 0:00,62.19,62.19,62.19,62.19,16777.5,13742.1,5338.4,6373.8,22115.9,20115.9
09/06/2018 1:00,61.1,61.1,61.1,61.1,15338,13158.8,5066.6,5245.8,20404.6,18404.6
09/06/2018 2:00,61.1,61.1,61.1,61.1,14609.6,12761,4745.2,5043.8,19354.8,17804.8
09/06/2018 3:00,61.1,61.1,61.1,61.1,14188.3,12495.4,4540.5,4683.4,18728.8,17178.8
09/06/2018 4:00,60.78,60.78,60.78,60.78,13930.4,12214.3,4423.1,4589.2,18353.5,16803.5
09/06/2018 5:00,59.59,59.59,59.59,59.59,13692.1,12073,4383.5,4452.6,18075.6,16525.6
09/06/2018 6:00,58.05,58.05,58.05,58.05,13750,12140,4204.5,4314.5,17954.5,16454.5
09/06/2018 7:00,56.47,56.47,56.47,56.47,14045.2,12087.8,4091.9,4549.3,18137.1,16637.1
09/06/2018 8:00,56.48,56.48,56.48,56.48,15302.5,12329.9,4356.6,4929.2,19659.1,17259.1
09/06/2018 9:00,60.96,60.96,60.96,60.96,17308.3,13608.3,4768.1,6068.1,22076.4,19676.4
09/06/2018 10:00,61.5,61.5,61.5,61.5,18661.3,14913.2,5113.1,6461.2,23774.4,21374.4
09/06/2018 11:00,61.03,61.03,61.03,61.03,19359,15844,5309.5,6424.5,24668.5,22268.5
09/06/2018 12:00,59.53,59.53,59.53,59.53,19946.4,16701.2,5444.4,6289.6,25390.8,22990.8
09/06/2018 13:00,59.59,59.59,59.59,59.59,20481.9,17682.1,5473.1,5872.9,25955,23555
09/06/2018 14:00,59.59,59.59,59.59,59.59,20396.2,18161.5,5317.1,5151.8,25713.3,23313.3
09/06/2018 15:00,53.1,53.1,53.1,53.1,19575.2,17741.9,5209.8,4643.1,24785,22385
09/06/2018 16:00,51.1,51.1,51.1,51.1,18788.3,17396.1,5136.7,4128.9,23925,21525
09/06/2018 17:00,50.34,50.34,50.34,50.34,18421.9,16983.9,5044.9,4082.9,23466.8,21066.8
09/06/2018 18:00,51.93,51.93,51.93,51.93,18483,16271.6,5032.3,4843.7,23515.3,21115.3
09/06/2018 19:00,56.07,56.07,56.07,56.07,18270.4,15807.4,5118.6,5181.6,23389,20989
09/06/2018 20:00,59.5,59.5,59.5,59.5,18415.7,15362.8,5279.1,5932,23694.8,21294.8
09/06/2018 21:00,62.78,62.78,62.78,62.78,18756,14983.1,5354.8,6727.7,24110.8,21710.8
09/06/2018 22:00,63.51,63.51,63.51,63.51,18289.3,14455.6,5486.3,6920,23775.6,21375.6
09/06/2018 23:00,62.79,62.79,62.79,62.79,16736.2,13908.7,5253.9,6081.4,21990.1,19990.1
10/06/2018 0:00,58.01,58.01,58.01,58.01,15547.3,13024.3,4950.1,5473.1,20497.4,18497.4
10/06/2018 1:00,57.12,57.12,57.12,57.12,14290.9,12836.7,4591.3,4495.5,18882.2,17332.2
10/06/2018 2:00,52.9,52.9,52.9,52.9,13635.8,12213.4,4320.6,4193,17956.4,16406.4
10/06/2018 3:00,52.97,52.97,52.97,52.97,13101.1,11777.7,4137.2,3910.6,17238.3,15688.3
10/06/2018 4:00,51.7,51.7,51.7,51.7,12864.2,11552.9,4032.7,3794,16896.9,15346.9
10/06/2018 5:00,51.62,51.62,51.62,51.62,12741.5,11490.9,3926.5,3627.1,16668,15118
10/06/2018 6:00,51.2,51.2,51.2,51.2,12585,11417.3,3833.3,3451,16418.3,14868.3
10/06/2018 7:00,50.0,50.0,50.0,50.0,12733.8,11412.5,3695.7,3467,16429.5,14879.5
10/06/2018 8:00,51.45,51.45,51.45,51.45,13410.6,11530.9,3843.7,4173.4,17254.3,15704.3
10/06/2018 9:00,53.5,53.5,53.5,53.5,14736.3,12227.9,4084.9,5043.3,18821.2,17271.2
10/06/2018 10:00,58.1,58.1,58.1,58.1,15638.7,13147.1,4416.6,5358.2,20055.3,18505.3
10/06/2018 11:00,59.01,59.01,59.01,59.01,16210.5,13924.3,4729.3,5465.5,20939.8,19389.8
10/06/2018 12:00,60.0,60.0,60.0,60.0,16564.3,14505.6,4961.2,5469.9,21525.5,19975.5
10/06/2018 13:00,60.6,60.6,60.6,60.6,17106,15330.8,5122,5347.2,22228,20678
10/06/2018 14:00,60.9,60.9,60.9,60.9,17040.9,15454.9,4995.3,5031.3,22036.2,20486.2
10/06/2018 15:00,60.0,60.0,60.0,60.0,16586.5,15149.9,4812.3,4698.9,21398.8,19848.8
10/06/2018 16:00,55.0,55.0,55.0,55.0,16301.4,14961.3,4685.8,4475.9,20987.2,19437.2
10/06/2018 17:00,52.0,52.0,52.0,52.0,16142.6,14666.8,4624,4549.8,20766.6,19216.6
10/06/2018 18:00,49.64,49.64,49.64,49.64,16321.1,14486.6,4645.3,4079.8,20966.4,18566.4
10/06/2018 19:00,51.49,51.49,51.49,51.49,16520.5,14139.9,4761.2,4741.8,21281.7,18881.7
10/06/2018 20:00,56.46,56.46,56.46,56.46,16751.4,13888.3,4955.9,5419,21707.3,19307.3
10/06/2018 21:00,62.62,62.62,62.62,62.62,17451.6,14499.7,5145.4,6097.3,22597,20597
10/06/2018 22:00,63.3,63.3,63.3,63.3,17920,14968.6,5398.1,6349.5,23318.1,21318.1
10/06/2018 23:00,62.16,62.16,62.16,62.16,16281.8,14261.7,5197,5217.1,21478.8,19478.8
11/06/2018 0:00,56.47,56.47,56.47,56.47,14979.8,13015.5,4859,4823.3,19838.8,17838.8
11/06/2018 1:00,54.9,54.9,54.9,54.9,14317.3,13088,4602.5,4281.8,18919.8,17369.8
11/06/2018 2:00,51.43,51.43,51.43,51.43,13842.9,12891.1,4372.8,3774.6,18215.7,16665.7
11/06/2018 3:00,51.43,51.43,51.43,51.43,13644.3,12838.1,4244.2,3500.4,17888.5,16338.5
11/06/2018 4:00,51.07,51.07,51.07,51.07,13567.7,12931.4,4178.5,3264.8,17746.2,16196.2
11/06/2018 5:00,51.67,51.67,51.67,51.67,13909.7,12813.8,4191.4,3737.3,18101.1,16551.1
11/06/2018 6:00,57.12,57.12,57.12,57.12,14599.6,12970.5,4142.3,4271.4,18741.9,17241.9
11/06/2018 7:00,59.0,59.0,59.0,59.0,16880.3,13255.8,4332.4,5056.9,21212.7,18312.7
11/06/2018 8:00,62.17,62.17,62.17,62.17,18696.7,14336.3,4980.7,6441.1,23677.4,20777.4
11/06/2018 9:00,63.04,63.04,63.04,63.04,19582.7,15488.2,5826,7283.2,25408.7,22771.4
11/06/2018 10:00,63.24,63.24,63.24,63.24,20250,16362.5,6216.3,7551.1,26466.3,23913.6
11/06/2018 11:00,63.44,63.44,63.44,63.44,20689.4,17456.7,6344.2,7547.7,27033.6,25004.4
11/06/2018 12:00,63.24,63.24,63.24,63.24,21230.8,17227.6,6487.7,7590.9,27718.5,24818.5
11/06/2018 13:00,63.04,63.04,63.04,63.04,21412.7,17111.3,6239.4,7640.8,27652.1,24752.1
11/06/2018 14:00,62.1,62.1,62.1,62.1,20959.2,17062.8,6098.4,7094.8,27057.6,24157.6
11/06/2018 15:00,60.87,60.87,60.87,60.87,20444.2,17108.1,6278.5,6714.6,26722.7,23822.7
11/06/2018 16:00,60.51,60.51,60.51,60.51,20417,17156.6,6129.4,6489.8,26546.4,23646.4
11/06/2018 17:00,60.2,60.2,60.2,60.2,20253.5,16837.7,6133.7,6649.5,26387.2,23487.2
11/06/2018 18:00,59.62,59.62,59.62,59.62,19959.6,16335.8,5981.7,6705.5,25941.3,23041.3
11/06/2018 19:00,59.09,59.09,59.09,59.09,19776.3,15722.5,5884.7,7038.5,25661,22761
11/06/2018 20:00,60.51,60.51,60.51,60.51,20254.7,15783.2,5984.1,7555.6,26238.8,23338.8
11/06/2018 21:00,62.78,62.78,62.78,62.78,20666.1,15331.2,6032.4,8467.3,26698.5,23798.5
11/06/2018 22:00,60.59,60.59,60.59,60.59,19490.4,14993.5,6113.9,7710.8,25604.3,22704.3
11/06/2018 23:00,58.37,58.37,58.37,58.37,17134.4,14108.7,5734.1,6759.8,22868.5,20868.5
12/06/2018 0:00,56.09,56.09,56.09,56.09,16404.7,13484,5325.4,6246.1,21730.1,19730.1
12/06/2018 1:00,52.01,52.01,52.01,52.01,15600.5,13751.5,4904.3,5203.3,20504.8,18954.8
12/06/2018 2:00,51.92,51.92,51.92,51.92,14980.2,13099.1,4653.7,4984.8,19633.9,18083.9
12/06/2018 3:00,51.42,51.42,51.42,51.42,14674.1,13033.4,4487.8,4578.5,19161.9,17611.9
12/06/2018 4:00,51.18,51.18,51.18,51.18,14473.5,12887.9,4411.1,4446.7,18884.6,17334.6
12/06/2018 5:00,51.48,51.48,51.48,51.48,14628.6,12886.9,4414.5,4606.2,19043.1,17493.1
12/06/2018 6:00,55.14,55.14,55.14,55.14,15303.6,13133.5,4281.5,4951.6,19585.1,18085.1
12/06/2018 7:00,55.02,55.02,55.02,55.02,17473.6,13435.9,4377.4,5739.5,21851,19175.4
